,Unnamed: 0,id,time,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,user,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,target
1738,1738,9072,102.0,100.0,10.033179592,9.63975875258,10.766639696,0.330532053246,U4,0.8129312538657499,0.8026566787224999,0.823409745776125,9.805868115744444,9.805296815353334,9.806439429145556,0.0008082705082295,0.4600687683355123,0.1137171918782526,0.9790274436971002,0.2785525128378037,0.4828577101545002,0.1222962566106501,1.146356957019413,0.3602069107289262,1.2987778276440891,1.0277639986579,1.687523053978332,0.4618890830536262,43.28565265142223,41.58854042656667,45.208867301000005,1.1130792602665565,135.7237114408875,134.56232298591252,137.80041755982498,191.4098556421222,184.4492409257556,201.5934703649111,7.7520036301877,0.816264956941875,0.794107188207625,0.8383280035802501,0.0302877997380797,4.0
1741,1741,12919,78.0,100.0,10.3660906466,8.41911028801,13.7396732622,1.93427343672,U9,0.7866798340908572,0.772807640424143,0.8001617667864285,9.805868180932224,9.805296806322223,9.806439522817776,0.0008083257772279,0.4460474961269861,0.1386407049344263,1.0626841209493625,0.27390240161487,0.2606124404693145,0.0471637491523715,0.7667821411384576,0.2594658319404628,1.192730770359833,1.119389003797722,1.2881785438538316,0.3229685538970485,41.24226937986667,39.046690751377774,43.74952335417778,1.4256571752148897,138.64223993168574,137.49075644478572,140.82897594622855,212.07147154256663,203.72979611764447,222.0232333708,19.538077083119425,0.776746067856125,0.7393202342477501,0.8160348830992501,0.04360691811017,4.0
1745,1745,12463,8.0,46.0,9.9243128743,9.35348135159,10.4131291918,0.262232947746,U10,0.80689893907275,0.785924139696625,0.827982261240625,9.805937879328,9.805423564062,9.806452113935,0.0007281639403532,0.4795511024228321,0.17398239377867,1.096369744233611,0.2333501941751067,0.2881477992411377,0.1635942325901876,0.5526101896669628,0.1329108028762175,1.75187387630831,1.2286856523187102,2.328081592854108,0.9085331485368396,40.21220375199,36.16477142781,43.776567929310005,3.3804769349282004,135.745820847225,134.9617106330625,136.59430314757498,242.32107159354,230.17430561552,262.39824368882,25.064560166035857,0.8353409115934445,0.819399140236,0.8528427429301111,0.015964885010523,4.0
1746,1746,11070,296.0,100.0,9.83135574613,9.81683429092,9.86524527495,0.0121133178889,U10,0.7485715889321249,0.72761064615125,0.769634277370875,9.805934108466,9.805420127389,9.806448008772,0.0007309251496429,0.4783717852845209,0.1741249701857789,1.093643168522078,0.2327987874544466,0.2915152013756252,0.1681462483996501,0.5540167179336628,0.1322752219411812,1.7380242508111698,1.225117559431793,2.302805414767908,0.9049804773328598,42.47466221242,38.37972743676,46.04876072162,3.437026573818501,163.30277622,162.42672527275,164.173496369625,222.06114477318,210.01285411117,242.06599634604,25.022952668533254,0.7636942955025555,0.7480083909775556,0.780845867652,0.0158207206237881,0.0
1750,1750,13357,436.0,100.0,10.1929324537,10.1358998614,10.2464147876,0.0261567493154,U8,0.794034607869,0.77425003224125,0.812401272589875,9.806633244165557,9.806632778977775,9.806633674704443,5.260584137198667e-06,0.7468141433209444,0.2133737923830045,1.803630767227033,0.4183033549312878,0.5264394640221127,0.2396349921355876,0.9990705296287252,0.2526322881354775,2.9159773106077336,1.8893445509877704,4.06632788601022,1.4334944749111662,53.05400083282223,48.59799869054444,57.015324605855554,3.944072770469557,168.16380626525,167.029999492125,169.23772026875,239.4626975300445,222.9721022355,264.5178204120223,32.01515518634577,0.7625407824435556,0.7400795479708889,0.7924748114476666,0.0220400180705697,1.0
1752,1752,15226,7.0,100.0,10.1243192118,8.21884294796,12.5928826433,0.55415748774,U12,0.7896713879473334,0.7697987408303333,0.8075623138583333,9.806631322932224,9.806629004116663,9.806633390832223,5.8282268335936665e-06,0.5456303791081999,0.1455410331621101,1.2839903404512556,0.3095219134387988,0.4920164261086779,0.2148737293763223,0.9566377646389004,0.2383884801964589,2.0489274937908446,0.9463199692162702,3.475094676106776,1.246476022582933,52.403023552633336,49.74623248011111,55.35698697232223,2.3076873320973346,160.2820102201,157.8351374216889,162.31249567025554,214.4103189074889,196.5847281488333,240.43388296502224,32.84407050368467,0.7937912977268888,0.7790849533433334,0.8102525752798889,0.0124786348974442,3.0
1754,1754,15994,5.0,100.0,9.81841089219,9.75819219323,9.86831488957,0.0189495815527,U12,0.7223837540987778,0.7111019816373333,0.7340104423482222,9.806631339602225,9.806628969676666,9.806633482297777,5.839094759485333e-06,0.4278619837273088,0.1069546666874634,1.0320032947822824,0.2553644467997978,0.3614534790416891,0.1481219312014556,0.6526543088417447,0.1752531569110388,1.7968217686862336,0.9531912764234778,2.9203589310091984,0.951557356904044,48.57791387122222,45.76373632173333,51.61621749573333,2.371121420476668,145.67488433183334,143.67778511835553,147.37445185944446,200.96533618293336,190.60308309238889,209.28463307591116,21.45576810171811,0.8679119429101111,0.8532009471363333,0.8851027005528889,0.0129511336174201,0.0
1755,1755,9025,55.0,100.0,9.90121347911,8.50927716428,10.962060748,0.518672274036,U4,0.7570014908352499,0.7487832640769999,0.76248970416325,9.805876063416669,9.805873693491112,9.805878206112222,0.0006233972599383,0.3930513172279724,0.0576280483775213,1.051834934529693,0.2636914766675225,0.3389485949812753,0.1154236693668876,0.6446091870705878,0.1773780981101687,1.4209412908037888,0.8532251728888112,2.268564078780087,0.5622641662124174,47.251259531188886,44.0558656207,51.13268338933333,2.417528731522223,131.4574511951875,129.21071458002498,133.36946466375002,205.98179189726665,196.77560220316667,213.81593770246667,20.859118363590003,0.859172929196,0.8426230589504999,0.878512531544125,0.0115784802794101,4.0
1759,1759,11575,316.0,100.0,9.85058991965,9.83673303658,9.86558460255,0.00816769547283,U10,0.77548022982625,0.7622229210414999,0.7858616270834999,9.805877078101112,9.805874716092225,9.805879235634444,0.0006212901049548,0.3362097966900336,0.0518664428229063,0.8332756627232051,0.2054630383151696,0.4273516369016502,0.1724779119054376,0.8813890983631504,0.2157652241246337,1.448251298109478,0.7316463428408744,2.2346725613791096,0.4903333294551273,50.98782395746667,47.53793989444444,54.94963502384444,2.6534042664894457,134.3203408450625,131.36364690374998,136.773133324875,233.06591487811116,226.68749242544445,238.29597875555555,5.732279021799503,0.853861913403675,0.8379906084966,0.8648034351647,0.0085597280602323,0.0
1760,1760,13624,23.0,100.0,10.0203328127,8.56725895488,11.5709386395,0.574064202122,U8,0.77548022982625,0.7622229210414999,0.7858616270834999,9.805877078101112,9.805874716092225,9.805879235634444,0.0006212901049548,0.3362097966900336,0.0518664428229063,0.8332756627232051,0.2054630383151696,0.4273516369016502,0.1724779119054376,0.8813890983631504,0.2157652241246337,1.448251298109478,0.7316463428408744,2.2346725613791096,0.4903333294551273,50.98782395746667,47.53793989444444,54.94963502384444,2.6534042664894457,134.3203408450625,131.36364690374998,136.773133324875,233.06591487811116,226.68749242544445,238.29597875555555,5.732279021799503,0.853861913403675,0.8379906084966,0.8648034351647,0.0085597280602323,1.0
1761,1761,9547,95.0,100.0,10.2482727933,5.8324169967,16.7606866934,2.56093730379,U4,0.7467219139337143,0.7316307406887143,0.7585311133032857,9.804861920555556,9.804828564178887,9.804895075064444,0.0006651373557438,0.3828461841056813,0.0588934697293429,0.9491835707939488,0.2340561155169081,0.4835623735683431,0.1935884191822001,1.0001045029932718,0.2453869353568657,1.8879804142347,1.1806170390622637,2.6433827154391096,0.5925758341111274,49.2343974615,46.775175948488894,51.971719526177786,1.8460492382261124,135.63664009664285,133.07350881942855,137.62388398928573,221.34318263422225,215.80000604033336,225.29935478955557,4.83162900475617,0.8396881478229143,0.822139086760257,0.8519908147318,0.0094891289559412,4.0
1762,1762,8868,24.0,100.0,9.84168362694,9.8167735635,9.86470604577,0.0114365615396,U4,0.7467684565581667,0.7326379609139999,0.7581487844478333,9.804906878753334,9.804875450743332,9.804938302683333,0.0006726505909949,0.4103628937549615,0.0669876943469168,1.0060515301711068,0.2523549539552261,0.5272449135192336,0.2226573623403501,1.0642815246319837,0.2654605685290099,1.8170143024670449,1.1779964785786077,2.326139895424009,0.5456479595721162,50.13834059178889,47.74351404518889,52.819643401722224,1.773003725320668,144.84748557276666,143.0637938178,146.50403270861668,237.61093351533333,234.54056711533332,240.457000173,3.977725491679947,0.8161148374834001,0.8023258444339666,0.8281911835497667,0.0086136227134314,0.0
1764,1764,9059,89.0,100.0,9.74521767348,8.87900690658,10.1921746536,0.379345381587,U4,0.8760883251474001,0.861428768163,0.8883307990932,9.803571363808889,9.803540062645556,9.80360271880889,0.0011248357875937,0.4660325991993178,0.0770272867064501,1.1034442262771802,0.2842173182430934,0.6085580406214204,0.2535084272557601,1.2457487581218207,0.309659502942872,1.6863306162072442,1.048007333183911,2.191523309661432,0.5143805944944718,50.92332541438889,48.685035994277776,53.497673531888886,1.59552553198389,156.83688811316,154.81936838046,158.50117389578,246.684978984,244.69553625077776,248.52547941766665,2.6202256409766145,0.7445266273848801,0.73047025534936,0.7557666277623201,0.0082258405728845,4.0
1765,1765,15559,72.0,100.0,9.67839106482,8.30434442852,10.7174756527,0.61086421202,U12,0.7476448415751666,0.7354285440881667,0.7578469031966666,9.804338738811111,9.804307365966666,9.80437016371,0.0005056765683378,0.3916440803199981,0.0649214385974951,0.9285252161288504,0.2391889907650612,0.511817914559617,0.2132891075330501,1.0496315060095338,0.2605799880875266,1.6687563026961334,1.0304330196727998,2.1739489961503207,0.527555547008654,50.54279922224445,48.67951663334444,52.28023663588888,1.26985596584499,143.2672560485,141.58598960458332,144.65416086735,225.64109462643333,223.56227196411112,227.6635220713,2.666265452908281,0.7212626407762333,0.7095489974132999,0.7306293077574333,0.0069274329327689,1.0
1766,1766,16990,59.0,100.0,9.85559961472,9.82226061219,9.87730804536,0.0156258779215,U12,0.6167028945035,0.6057031679313333,0.6259960869486667,9.80433871249,9.804307395384445,9.804370074753333,0.0005056557799579,0.2065017643846582,0.0343601525108284,0.4644512607427635,0.1274079015315508,0.298024576927317,0.1747193829970335,0.5270287946940505,0.1030372798133308,1.1632166871512,0.9759905102435664,1.367748178062076,0.2522101235854218,50.31401239992223,48.642822929577775,51.88938198413334,1.1471008978725454,119.15584063085,118.01519836093333,120.28573077286666,228.5995502179889,226.96068865266665,230.32537549607773,2.2696473714541696,0.7169929578584,0.7086058946724666,0.7234883828362667,0.0049999592035059,0.0
1767,1767,13371,450.0,100.0,10.1900441302,10.1377454101,10.2381031935,0.0225202755565,U8,0.5499859587404,0.5368304275958,0.5611052759604,9.8040498061925,9.8040146664375,9.8040849639275,0.0005688016984342,0.2458340970902438,0.0407157952825201,0.5534512541287562,0.152107015783307,0.3512954088311203,0.2061680562149201,0.6233413752581406,0.121140413909317,1.30201425418735,1.093265122838675,1.5302318637896606,0.2810772182796995,38.5883214275375,36.906743958775,39.980253887900005,1.089943293300364,111.97877870042,110.67773121732,113.29310596884,239.82373086448752,237.98015760812496,241.7651382975875,2.553146811076707,0.67308394486668,0.66302195344636,0.6808760483541201,0.005998198416326,1.0
1768,1768,11302,43.0,100.0,9.81805524774,5.37331401235,14.515551114,1.07541449871,U10,0.4913745803962001,0.4805857057825999,0.5056755551852,9.804036535632498,9.804001484333751,9.80407162401375,0.0005745242539603,0.0564650874568438,0.0235783015141201,0.0969613799431561,0.044496084095907,0.0795629381521203,0.0753879498317201,0.0888066515691405,0.008504964933277,0.57737746361835,0.5750935113646749,0.5789841115606607,0.154442840039012,35.6760661418,34.84852103401251,36.370648728662495,0.6055899327584888,147.39552714102,147.25175758036,147.55257648684,241.4143207282375,240.15195820425,244.4715594158375,1.6153583840804573,0.6164377105902801,0.61636049487756,0.61651561944412,0.020248093076146,0.0
1769,1769,19386,27.0,100.0,11.1843429425,8.9497514622,14.0946218584,1.91331717888,U3,0.4246454360421999,0.411044174531,0.442674434533,9.80404078225,9.804005677805,9.80407595898875,0.0005733006976883,0.1250750348087118,0.0350846717933341,0.3472149337171561,0.1181374737331076,0.1069642216733803,0.0846828265714401,0.1634733496301005,0.031101952758549,0.87565036523525,0.873366412981575,0.8772570131775607,0.2648351667723133,41.660480233475,40.4392681236,42.685243010325,0.719042531998114,110.59816934762,110.45439978696,110.75521869344,218.2330229727375,215.97129669412504,222.0736608300875,2.408206128976386,0.7902452753286,0.7885392730908001,0.7920377452716,0.0219212813684254,3.0
1770,1770,8850,6.0,100.0,9.85685179962,9.50822659009,10.4032918163,0.154880592593,U4,0.4246454360421999,0.411044174531,0.442674434533,9.804394801567778,9.804363597616666,9.80442606978,0.000517774752559,0.1250750348087118,0.0350846717933341,0.3472149337171561,0.1181374737331076,0.1069642216733803,0.0846828265714401,0.1634733496301005,0.031101952758549,0.7858983296742778,0.7832608419302333,0.787933769141565,0.2362679002887651,41.0952954811,39.892012612466665,42.14091931247778,0.6954062874621012,110.59816934762,110.45439978696,110.75521869344,229.9658555739889,227.95543221522223,233.37975589163327,2.408206128976386,0.7902452753286,0.7885392730908001,0.7920377452716,0.0219212813684254,0.0
1771,1771,11644,16.0,54.0,9.9303645707,8.36459368188,11.7813367009,0.583742465038,U10,0.5150351759263333,0.5010290006456667,0.531484422884,9.80540362371111,9.805401252516669,9.805406059167776,0.0004769990778262,0.2384149968547598,0.1634230276752784,0.4235315792784635,0.1748371815159229,0.277040711352817,0.1387686327103668,0.4438359007084171,0.1952056669287908,0.3730342964735,0.3703968087294556,0.3750697359407873,0.1209594771282551,40.08793934596667,39.287098275977776,40.78333932724444,0.5134659023083235,131.62930521401668,131.5094972468,131.76017966886667,228.2855593613222,226.17429652433336,232.11734614163333,2.1899603345176355,0.8080295218913333,0.8033656634193332,0.8121826675651667,0.0212613889415544,0.0
1773,1773,12621,34.0,8.0,10.4707481967,10.1402084197,10.850533902,0.182311951758,U9,0.509611627414,0.4836326001406667,0.5377431434078334,9.805360509993331,9.805358151408887,9.805362927986668,0.0004688318211667,0.4641916532313084,0.1939654881943315,0.8946134184930973,0.2792079721662397,0.518504567518467,0.3042131478440334,0.7871867750725338,0.2790156253757375,0.8472072478563111,0.6443719349483445,1.2668281864780095,0.3450205261025773,52.39389217188889,51.52324091093333,53.12849556574444,0.5917713626022123,138.27865010405,138.27865010405,138.27865010405,195.4624971696556,173.9914796864111,225.7307401296333,27.18910512350676,0.7672986501747143,0.742503336402,0.7865222558754285,0.0317245130045847,2.0
1774,1774,12692,105.0,8.0,10.5915891319,10.4972759409,10.7273091843,0.0596031408918,U9,0.509611627414,0.4836326001406667,0.5377431434078334,9.80669609835778,9.806693739773332,9.806698516351112,1.6638104979191666e-05,0.4154877228923574,0.1779069488677025,0.7934410984715851,0.2449104065015947,0.518504567518467,0.3042131478440334,0.7871867750725338,0.2790156253757375,0.9254156106331222,0.7172145863373778,1.3536344356522652,0.3480297840374551,66.3838769192111,65.47447917745555,67.15771955483333,0.6529927851536567,138.27865010405,138.27865010405,138.27865010405,190.2834785239889,168.8029057204111,220.56894873096667,27.18340505817836,0.71826507465275,0.6964250740065,0.735294431429,0.0279029083297741,2.0
1780,1780,13430,509.0,100.0,10.1976209748,10.1441255907,10.2496131146,0.0265104029571,U8,0.7674513022827142,0.7474678419440001,0.7847327340147142,9.806643841722224,9.80664118301778,9.806646519514446,3.4462374630242224e-06,0.4945042706032443,0.1794857025966322,1.0325877534065333,0.2800589861294377,0.6950109966072145,0.2764970110112144,1.168168904362029,0.4173364699505142,1.3286291648607778,0.8955479694361332,2.090804614571776,0.4560010004138117,64.12504209826666,62.71896903691111,65.42179338696667,1.112033060082779,154.94355560314284,154.11938316271429,155.88073552271428,177.96351120722224,157.36980304430003,206.38852028033327,23.599631121056586,0.7905227737615557,0.7592457086646667,0.8166372690854444,0.0216186860474138,1.0
1783,1783,19362,3.0,100.0,10.6887075368,10.1504451443,11.1342484796,0.346044284281,U3,0.749602798838875,0.7431766500723751,0.75486980819025,9.806650293593332,9.80664979089,9.806650761454444,3.431257860961667e-07,0.2226548177222976,0.0499403632693188,0.5595307295719779,0.1384829342405988,0.3184435773377752,0.0766308535791626,0.5875655512205503,0.1960256631700037,0.9651163314500556,0.6933380906139112,1.349114880005776,0.4832794564573374,63.59064125791112,62.17861360784445,65.0438880317111,1.1613821229043344,141.40426108086248,140.533816448275,142.368904750075,169.8005496250111,168.8630894138556,171.0321751894111,1.0804108646371742,0.8021997425437778,0.7879203177245555,0.8151864433613333,0.0099855646446023,3.0
1785,1785,17727,19.0,100.0,9.89846444173,8.68629468141,11.1764445396,0.436578238605,U12,0.7349879778677777,0.7297187906184445,0.739207747472,9.806650205298888,9.80664969541889,9.806650710855555,3.850747823382778e-07,0.2130790099603277,0.0447818810991655,0.5449120558213445,0.1359410671794966,0.282961490337078,0.0673729468431889,0.5221809614541225,0.1740502889267333,0.9132021518331666,0.6280125086189111,1.3073799277574427,0.5037660455098041,48.32622279868889,45.52939810723333,51.73082410138889,2.907078907406557,130.47601075859998,128.3560185937889,134.45419431153334,191.1444395530111,188.00698484163337,195.9246188605222,1.9380342046644188,0.8837287230518888,0.869793267428111,0.8959649139081112,0.0112725711594853,2.0
1786,1786,16728,67.0,100.0,9.84098797185,9.80973081806,9.8721354624,0.0202112811802,U12,0.6815933473816667,0.6769365438285555,0.6856394206441112,9.806650210441113,9.80664976071111,9.80665067133,3.565180243096112e-07,0.1873764926652343,0.0376742676306655,0.4424537813713467,0.1147209670058919,0.263975212206378,0.0580717316017445,0.4916904970501224,0.1631967528780522,0.6818874194070667,0.4560783313699444,1.029962221429754,0.4507650909306374,48.03223791675556,45.37249889511112,51.31303991698889,2.8108612913049797,114.79299669074446,112.67300452593332,118.77118024367776,197.92485019656667,194.8854620121889,202.60644143307775,1.7804643012983077,0.886544046852,0.8727524959324443,0.8986721295653334,0.0112570146670232,0.0
1787,1787,13327,406.0,100.0,10.1982118183,10.1271846532,10.2683475788,0.0282671212026,U8,0.7399127227237501,0.7348733976827501,0.744373954629125,9.806650207595,9.80664980558375,9.806650605195,3.241027392226875e-07,0.2081088751333636,0.0422621232124913,0.4925793902406901,0.1276713902667409,0.2916319915737877,0.0621773529524626,0.5438447772738628,0.1814730867383712,0.73221134687845,0.5009417682954376,1.0693144150472234,0.4757421414225921,50.57520592605,48.0157172924625,53.960172147375,2.853790052739352,111.49088280346253,109.39412540355,115.4777196157625,198.2251403028875,194.8058285954625,203.4919304439625,2.0029406925225515,0.87401314545675,0.8600414243119999,0.886934358887,0.0118879616465898,1.0
1788,1788,12706,119.0,8.0,10.5583389063,10.3268819269,10.8932766223,0.120230314682,U9,0.7045629405097144,0.6988428136784286,0.7096258961878572,9.80665027940875,9.80664996038125,9.80665057075375,2.743282326285875e-07,0.2141823490176261,0.04794638659679,0.4989425017706025,0.1276013669746185,0.3268504501105574,0.0680862076160715,0.609879152665286,0.2044254743021956,0.798742732756575,0.5655145415485375,1.1235765501263482,0.4734308815572171,63.2927479509875,60.54598920648751,67.2575493963375,3.115176327316852,107.3845280408143,104.98823386948573,111.94091296915714,188.0898240751375,176.091652983525,194.4416303805875,5.004541929783427,0.8014137616864999,0.786422764288,0.815672536170625,0.0128233320574101,2.0
1790,1790,19889,230.0,5.0,10.8121076648,9.15359500052,14.7366931027,1.63376134695,U3,0.71411874523975,0.69911617564075,0.72517912506675,9.806650347687777,9.806649991373332,9.806650653786669,3.0241210900796666e-07,0.1665999429755565,0.0420529260246411,0.3787880543927023,0.1265858713647153,0.1624673978877127,0.1243594357530126,0.1993458015609378,0.0383656243744137,0.6104785167183555,0.4408872303485334,0.7844087748691763,0.4004774268407707,63.10604320183333,59.63503358293334,67.45336465153333,3.4287836486825345,99.7282856969875,97.0575641329375,104.390591028425,190.50429965656667,175.88413286013332,202.5626652498556,8.690882865305268,0.8327102720793333,0.8301852730739999,0.8350576983721111,0.0136017039426156,4.0
1791,1791,13321,400.0,100.0,10.1909608329,10.1342829544,10.2548707452,0.0253536582611,U8,0.7203128078507143,0.7032111406117144,0.7329231394651429,9.80665037147625,9.8066500028325,9.80665067673625,3.106923151742125e-07,0.1851863831350011,0.04702758300241,0.4204772231364526,0.1410396267995797,0.1785263783699573,0.1382638499759572,0.2182857314410146,0.0414047710014014,0.58805132166665,0.44282602338035,0.7381579632065732,0.386098607231992,60.9343481429,57.1330572401,65.65017875160001,3.752894421856227,89.9902150907,86.93796187464285,95.31856404091428,209.184897351375,192.9088099526875,222.66760311475,9.6607300502913,0.891308737133125,0.88991079743975,0.893070365789,0.0142634551401613,1.0
1792,1792,16434,342.0,100.0,9.81575785496,9.77902236109,9.85466366963,0.0166035037405,U12,0.599728766531,0.5826153063401429,0.6123649818967143,9.806650382376253,9.80664993896,9.80665079428125,3.452748913734625e-07,0.1846401164020961,0.0468818111418363,0.4193803813955401,0.1408055731300425,0.1749745166909859,0.1353391881719715,0.2138896702806575,0.0409731016237707,0.588710491076,0.4416441669141762,0.7420975242056108,0.3869388928111908,61.1776303046125,57.35651039495,65.8996054986625,3.739571668504977,76.7342757032143,73.73600117341428,82.01024876737142,228.265231260875,211.8965050131875,241.824463285,9.695411407520131,0.7777403823182749,0.7756879900672,0.7802974049811374,0.0145599475303361,0.0
1795,1795,14067,22.0,15.0,9.47680286207,9.41290392148,9.5281426702,0.0340441011097,U2,0.6215443433615714,0.6036868630415714,0.6347750581094286,9.8066503713075,9.8066498074075,9.80665095175125,3.917947667379e-07,0.1835066974062374,0.0430979207114025,0.52887652292479,0.1617446544761662,0.1765470454752574,0.1324099787062687,0.2991133122156861,0.0764810571890464,0.5493870239353374,0.3675553200369513,0.7853335851003482,0.2167358929981283,59.11763487278751,56.7876058059,61.6708898198375,1.7505063504430765,93.12578714287145,91.0252226784,94.98557818254288,220.37984699393752,197.58313035287495,236.81372309493756,14.309605268497098,0.5974419986012751,0.5946701607264501,0.6007940661333876,0.0132784582525828,0.0
1796,1796,14566,128.0,92.0,12.5730960031,8.94976269134,15.2405708508,2.13691378202,U2,0.7174076931442857,0.6994558810031428,0.7307327397134286,9.806650362291249,9.80664976977,9.8066510002775,4.28127197471275e-07,0.2455737344380924,0.0630476157809025,0.6343671638320376,0.1936003939940965,0.2456724520811574,0.1768219738747258,0.3993633703954004,0.0975521902746364,1.1510426876697002,0.8794638955682887,1.5567047519364985,0.3624556757003158,58.19003166415,55.8600025972625,60.7432866112,1.7733071693012266,100.50742181932856,97.76635238565714,102.74618292875714,228.2216557198125,204.990420465,245.4960909863125,15.04233813173897,0.5747454527779,0.569809913570325,0.5807529975306375,0.0151962320220182,4.0
1797,1797,16687,26.0,100.0,9.85017992136,9.81984067071,9.87153776276,0.0125246687616,U12,0.648887890752875,0.63314674593075,0.66057660287,9.80665038486111,9.806649858175556,9.80665095196,3.9432946303391125e-07,0.2184756086551477,0.05604232513858,0.5642562191879946,0.1722025535445913,0.2169015760982752,0.1563609099722976,0.3515776351556128,0.0855129705754481,1.0292437943662556,0.7878404236094456,1.3898322959367428,0.3250006598606918,56.81585985237778,54.74472290403334,59.08541980531111,1.63084174194109,91.04532425358752,88.5479011726375,93.103227550825,230.0166233803889,209.30429480633333,245.5041391636111,13.42612026410542,0.604730868056689,0.5999114716274,0.6105362789793445,0.0139435174339217,0.0
1799,1799,18595,25.0,62.0,9.76367640193,9.71768614078,9.8588458033,0.0336686158737,U7,0.6548156625134445,0.6408046190744444,0.6651897842858889,9.80665027564,9.806649704711113,9.806650919507778,4.438591099432222e-07,0.2122355681664454,0.0512784634521278,0.5569061694025924,0.1858800662553902,0.1984857872158446,0.1428373367953534,0.3190716674495003,0.0774125762225194,0.9732949242853556,0.7353071655296123,1.3229968922493762,0.3202749594117362,58.14851404354445,56.27017994096666,59.99653908266666,1.440091056264312,103.12488590685555,100.74595790867778,105.08767306395556,242.2476009310556,229.94006817805555,255.57694157894443,9.96501628253342,0.6484922571404668,0.6444942746299556,0.6530859969020111,0.0131899850320237,2.0
1802,1802,16333,241.0,100.0,9.81350760742,9.76930606122,9.85696430175,0.015395174563,U12,0.65749873521307,0.65654314974106,0.6583482892717399,9.806650207335,9.806649738064,9.806650776242,3.635128233919e-07,0.0770806537927269,0.019868580673095,0.2204465418629941,0.0689968124243366,0.0974244914652901,0.0527006458972681,0.2013877091745002,0.0609665050830094,0.6962416025448299,0.5483220554385689,0.9442358967613588,0.2229042196442946,58.44993405314,57.46030635817,59.507345876680006,0.780230319945581,117.29893503315,115.92648724226,118.30623262535,244.74240925025,236.23832787645,252.10642751215,5.9632592985699775,0.6320712904839401,0.6281618736794,0.63641612796765,0.0031651602176366,0.0
1803,1803,16371,279.0,100.0,9.81574628001,9.7862660799,9.84991159559,0.0144388195376,U12,0.59056299748799,0.58985106428197,0.5912617021656599,9.806650206713,9.8066497142,9.806650760109,3.552767660695e-07,0.0605537641811149,0.019596575902891,0.1120737638008471,0.0446189294670755,0.0772684548350101,0.051020309825378,0.1139450217173502,0.0232802585495412,0.67759276246834,0.543575686956425,0.9145107781406786,0.2116397519469846,62.216346776570006,61.50740859089,62.984756249990006,0.558325503064181,109.86752456785,108.82533440048,110.69420491681998,257.45383416345004,256.42456463495,258.65399055545,1.0698548559963772,0.56707189085095,0.56297311191581,0.5714510316987,0.0030174626313366,0.0
1804,1804,10681,44.0,100.0,9.86566505789,9.14188330103,10.2622799591,0.2072428728,U10,0.58450505073059,0.5836882024069701,0.58554000505276,9.8066420772,9.806639130339,9.806645106586,3.8691168281338e-06,0.0683707995961849,0.021496746300858,0.1264083456051871,0.0517177424637905,0.0803161708348601,0.055392558400038,0.1161102948999402,0.0223209684480102,0.66270721219814,0.5210344241327249,0.8682334684636785,0.2101141674718846,59.38185076548,58.852217646990006,60.02056654379,0.536423558448281,117.20842482435,116.35389519497998,117.84744463532,258.6026515115,257.45730748321,259.85134700824,1.109822954608507,0.5752730367266501,0.57127835462671,0.5795729024264,0.0029571094582925,0.0
1805,1805,12462,7.0,46.0,9.9243128743,9.35348135159,10.4131291918,0.262232947746,U10,0.56420707952669,0.56008040729277,0.57104629271266,9.80663109858,9.806628195172,9.806634057034,5.3224458356079e-06,0.1369218051631849,0.071190761096918,0.2049772127548171,0.0684743288061305,0.1321755842054602,0.09593255480702,0.1778624987329002,0.0353256595970302,1.02759542390707,0.639546663746615,1.4792195856336885,0.5596520281150246,60.01199442407001,59.48236130558,60.65071020238,0.792743671672501,131.79641276135,131.05247417497998,132.33902897832,249.4126873264,247.22688624131,251.09801880214,1.664310076319807,0.62490282777985,0.62092548705151,0.6291853521079,0.0053258210874649,4.0
